OBJECTID,WHO_REGION,ISO_2_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM3_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
478,AFRO,GN,KOLANGUI,TOUGUE,LABE,GUINEA,GN001006005005000000,GN001006005000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.77695417000,11.08456306000,Kolangui,Tougue,Labe,{D8A72DC9-087E-43A9-97DD-CCE7F2C00E7C},{CC6C947C-A7AD-403B-A981-90D9825AAEFD},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{ECBFFC79-D52B-4C6A-8574-FD65DBD9837E},0.70400801591,0.03221658378
479,AFRO,GN,KINTINIAN,SIGUIRI,KANKAN,GUINEA,GN001004005005000000,GN001004005000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.58175608000,11.52093612000,Kintinian,Siguiri,Kankan,{A1F22FFF-7690-4405-83D1-8286CDE96AF2},{3D5505B6-E298-47E1-AF54-FA2554708C41},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{3027D879-2ED6-41CF-8416-80D2B1B03648},2.34531766868,0.14235769585
480,AFRO,GN,KISSIDOUGOU CTRE,KISSIDOUGOU,FARANAH,GUINEA,GN001003004008000000,GN001003004000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.10866713000,9.23123774000,Kissidougou Centre,Kissidougou,Faranah,{8E245FE9-D6AF-45D3-842D-FD48D888259A},{E102D840-F9A4-48FC-9A09-9D95F802F438},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{85E05429-A52B-4DB3-90A2-25AF81241E3F},0.59726898013,0.01652069942
481,AFRO,GN,KOBA,DALABA,MAMOU,GUINEA,GN001007001007000000,GN001007001000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.38412409000,10.60330374000,Koba,Dalaba,Mamou,{D3CC5316-2C57-4265-9AAB-4BE0E7CE5575},{6639C07D-56B0-441C-A9D8-9985FC080957},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{CAFC0135-F615-44A0-A059-F238EFD36941},0.84240698468,0.04018226744
482,AFRO,GN,KOBA TATEMA,BOFFA,BOKE,GUINEA,GN001001001003000000,GN001001001000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.87030035000,9.97535188000,Koba Tatema,Boffa,Boke,{E03488CD-ED5F-4067-87CA-460C03E0ECBF},{827B436F-A63D-40F6-8C43-1E6AC0FA9C02},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},,{CA4DDA85-75F9-4526-BE5E-5E3ECA63EF6C},1.17670350528,0.04799203553
483,AFRO,GN,KOBIKORO,FARANAH,FARANAH,GUINEA,GN001003003006000000,GN001003003000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.56519526000,9.16533018000,Kobikoro,Faranah,Faranah,{A56AE061-2D3D-45F8-82BF-9BADD0C611FA},{B12EC2B0-AD06-43AD-92E5-A87B1BBF4DAB},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{679D72A4-3960-43A0-8C4D-DF0F1B09309E},0.97302762219,0.05138058126
484,AFRO,GN,KOIN,TOUGUE,LABE,GUINEA,GN001006005004000000,GN001006005000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.71442385000,11.24023784000,Koin,Tougue,Labe,{7FA66E51-C429-4349-97C2-403C5A87FCD9},{CC6C947C-A7AD-403B-A981-90D9825AAEFD},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{521A3B05-5224-4C46-BB28-52D8D5EE0164},0.60268469848,0.01799572021
485,AFRO,GN,KOLENTE,KINDIA,KINDIA,GUINEA,GN001005004005000000,GN001005004000000000,GN001005000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.68957064000,10.13864330000,Kolente,Kindia,Kindia,{565E5BAD-8645-4404-8211-12EC10E6A55B},{A4EE52F5-14CF-455E-9083-098A531C05BC},{BBFD4A3D-C612-471F-BF12-72160A6E8997},{3740A605-5160-4F27-BD0D-D8F08466011A},,{E3ADD484-EE7A-4945-85FF-AA61886CA0E0},1.23792867740,0.07202326157
486,AFRO,GN,KOLIA,BOFFA,BOKE,GUINEA,GN001001001004000000,GN001001001000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-14.02956939000,10.55385218000,Kolia,Boffa,Boke,{76B8B40B-868E-4349-871F-12C686E6A3EC},{827B436F-A63D-40F6-8C43-1E6AC0FA9C02},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},,{ED1876D7-D58A-423B-8F61-501E66037F54},2.23486016355,0.14095922973
487,AFRO,GN,KOLET,TOUGUE,LABE,GUINEA,GN001006005006000000,GN001006005000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.39692938000,11.46935251000,Kolet,Tougue,Labe,{F063C050-5C8E-4B6A-957C-E7AE4814C90A},{CC6C947C-A7AD-403B-A981-90D9825AAEFD},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{802E8BBB-CED9-4AF6-843C-C300EFDC71AD},1.55993593418,0.11721446897
488,AFRO,GN,KOMODOU,KEROUANE,KANKAN,GUINEA,GN001004002004000000,GN001004002000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.02019854000,9.69856336000,Komodou,Kerouane,Kankan,{B46E4E20-0574-4699-9EB1-EFAC8D5DA920},{BCD50737-7EDB-4FE1-B36E-71960F6F4500},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{C49C6695-EEA7-4F6C-A8C3-219637BB7311},1.67084591807,0.12004677656
489,AFRO,GN,KONSANKORO,KEROUANE,KANKAN,GUINEA,GN001004002005000000,GN001004002000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.92603228000,8.96006889000,Konsankoro,Kerouane,Kankan,{0FD12963-FCCD-4FF4-8340-E3686AD00962},{BCD50737-7EDB-4FE1-B36E-71960F6F4500},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{9E48763A-1C0A-4CB1-90B7-9B1953F02465},1.18963871964,0.07703840537
490,AFRO,GN,KORBE,LELOUMA,LABE,GUINEA,GN001006003004000000,GN001006003000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.63846028000,11.49840152000,Korbe,Lelouma,Labe,{16F8DC53-A8BD-4628-AD36-05EC67EF4B46},{F964B398-9DF1-4D68-947B-2A90C0D1C060},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{39BABB55-B7CC-4D40-B10A-AF1942630619},0.54549029113,0.01172874555
491,AFRO,GN,KOMOLA KHOURA,KOUROUSSA,KANKAN,GUINEA,GN001004003009000000,GN001004003000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.25744794000,11.15958516000,Komola Khoura,Kouroussa,Kankan,{0651593B-F66B-4B8E-9A4B-8D5B82F77073},{6A3FFDD6-2F88-42E8-BD70-2B23ADD42F93},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{2E51E83C-090A-41B7-B883-9C08F586670E},2.87977365473,0.26115033349
492,AFRO,GN,KONAH,TOUGUE,LABE,GUINEA,GN001006005007000000,GN001006005000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.80908565000,11.49152791000,Konah,Tougue,Labe,{70FE6178-001A-4B0A-95FA-BB91DC222C86},{CC6C947C-A7AD-403B-A981-90D9825AAEFD},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{DAE9716B-051C-4265-B801-1DA2CD2CD845},0.81120001850,0.02745665612
493,AFRO,GN,KONDIADOU,KISSIDOUGOU,FARANAH,GUINEA,GN001003004009000000,GN001003004000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.90531114000,8.90678471000,Kondiadou,Kissidougou,Faranah,{7E7980FF-3C90-423E-93F6-7BE8591E2F56},{E102D840-F9A4-48FC-9A09-9D95F802F438},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{E0BD4439-BC57-423A-84F2-EFD156E06E90},1.55808461194,0.03957967408
494,AFRO,GN,KONENDOU,DABOLA,FARANAH,GUINEA,GN001003001008000000,GN001003001000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.83860579000,10.63014076000,Konendou,Dabola,Faranah,{D3E5ACE1-4173-478C-A644-4ACACE459FCD},{8E2F5727-BCCF-434A-A01B-5FCCF877637A},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{EC300869-F84D-4405-BABA-B5C2E288CAC4},0.89905946008,0.03892349987
495,AFRO,GN,LABE CTRE,LABE,LABE,GUINEA,GN001006002009000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.29471869000,11.32862464000,Labe Centre,Labe,Labe,{EDF5BC67-A53A-49C6-9CD7-BBA2564A1281},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{72B6581A-69D5-4BEB-8B33-DDE1B1176B4B},0.32111948089,0.00625446115
496,AFRO,GN,KOROPARA,N'ZEREKORE,N'ZEREKORE,GUINEA,GN001008005004000000,GN001008005000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.76950323000,8.23235685000,Koropara,N'zerekore,N'zerekore,{CDF77E3E-69FA-4167-AD8D-73A055B8078D},{DE604D86-539C-4146-AC8A-6CF71FF7E8A4},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{720DE6E6-E2F1-4F26-9DA3-DDD5CD1FDD78},1.19824726985,0.06203932680
497,AFRO,GN,KOUANKAN,MACENTA,N'ZEREKORE,GUINEA,GN001008004006000000,GN001008004000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.02842692000,8.50044972000,Kouankan,Macenta,N'zerekore,{8B4F408F-6860-4E1C-8A4D-78C4F81C01BE},{50356CF1-C47D-4369-B8B5-E4C203A09899},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{3861B520-F7F2-41E4-8DD3-822AF42D977A},1.40647730207,0.10453542497
498,AFRO,GN,KOUBIA CTRE,KOUBIA,LABE,GUINEA,GN001006001003000000,GN001006001000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.86413105000,11.64540051000,Koubia Centre,Koubia,Labe,{5A631FDC-84E5-4831-B41D-BAA3741BFA96},{D29375BE-9AA5-4EB6-B335-84CAACC206C6},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{BAC85EC7-FFD6-4B02-8573-FE9A80248776},0.68838190266,0.03097931987
499,AFRO,GN,KOULE,N'ZEREKORE,N'ZEREKORE,GUINEA,GN001008005005000000,GN001008005000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.97580558000,8.04086699000,Koule,N'zerekore,N'zerekore,{E20A8574-9C9F-41A9-8A97-FD6943EBF9B8},{DE604D86-539C-4146-AC8A-6CF71FF7E8A4},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{79C7ECC0-2411-4616-AB75-E80B1E9AE5D3},0.68515231055,0.01927237002
500,AFRO,GN,KOUMANA,KOUROUSSA,KANKAN,GUINEA,GN001004003010000000,GN001004003000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.74319466000,10.75672330000,Koumana,Kouroussa,Kankan,{1EA93F8C-B7E8-4E15-AB0D-003D3429DF28},{6A3FFDD6-2F88-42E8-BD70-2B23ADD42F93},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{00E6D15F-638A-46D8-AC81-5F23857D6CD8},1.04660654948,0.03677227753
501,AFRO,GN,LAFOU,LELOUMA,LABE,GUINEA,GN001006003005000000,GN001006003000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.44416149000,11.61211399000,Lafou,Lelouma,Labe,{2D2D03E8-A0E2-4A2D-BEE7-F6F01D3649C1},{F964B398-9DF1-4D68-947B-2A90C0D1C060},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{240A04B5-A5E7-4BCB-8CAF-91FF2018D45F},0.56423779535,0.01671010825
502,AFRO,GN,LAINE,LOLA,N'ZEREKORE,GUINEA,GN001008003006000000,GN001008003000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.46840912000,8.02899713000,Laine,Lola,N'zerekore,{815B1CC4-792E-4EF6-86AA-90961A932325},{DE27F008-A821-47E3-972F-5A5CDD128002},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{ACA0F607-55CA-41EB-9670-C4AC45F76D1F},0.84893313230,0.03467175126
503,AFRO,GN,KOUMANDOU,BEYLA,N'ZEREKORE,GUINEA,GN001008001009000000,GN001008001000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-7.97232429000,9.17055211000,Koumandou,Beyla,N'zerekore,{86074719-A5FA-46BE-BDA8-759B543C8A25},{516C366D-1299-4AF3-BA22-96E9C19D3EE1},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{414B6064-1904-4F31-AB13-8413A7AF9F75},1.78463154055,0.08140962146
504,AFRO,GN,KOUNDOU,GUECKEDOU,N'ZEREKORE,GUINEA,GN001008002006000000,GN001008002000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.42939182000,8.62027252000,Koundou,Gueckedou,N'zerekore,{FB039069-171F-4E23-B3FC-0129D9AFC2DF},{8FCC5814-B006-4621-9E07-D746142ED00D},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{995B1E0C-9260-4565-8695-DAC136E8E26D},1.09535412467,0.03705627441
505,AFRO,GN,KOUMBAN,KANKAN,KANKAN,GUINEA,GN001004001007000000,GN001004001000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.54429575000,10.21384343000,Koumban,Kankan,Kankan,{C6E82D53-14E3-4CD2-97F7-6BF5EF23773C},{6B598816-7B2E-4A23-82BC-A2FB71A01E39},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{50FB5590-C64F-4C63-A576-E0E6B86890D4},1.32313364180,0.06889278792
506,AFRO,GN,LANSANAYA,DINGUIRAYE,FARANAH,GUINEA,GN001003002007000000,GN001003002000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-10.94346167000,11.39865810000,Lansanaya,Dinguiraye,Faranah,{6D3F9512-EADD-4717-BBF4-CD855DEF939F},{D1431D0B-2088-4D15-890B-2021A52635F4},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{31C8C3EA-3771-4156-99BF-2CFA55FB500E},0.84908565819,0.03880368201
507,AFRO,GN,LEBEKEREN,MALI,LABE,GUINEA,GN001006004007000000,GN001006004000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.33392126000,12.23339542000,Lebekeren,Mali,Labe,{DB17D18C-0BEC-40CD-8BA9-E27A48791A02},{4E6E939E-02E0-44D9-A27B-C9273C8E309B},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{1073F239-68EE-4EA2-96A7-FB77C78EE652},1.51901324295,0.09507066773
508,AFRO,GN,KOUMBIA,GAOUAL,BOKE,GUINEA,GN001001004004000000,GN001001004000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.45581835000,11.73259340000,Koumbia,Gaoual,Boke,{DBD4C4C7-026B-4E2B-9861-CDA622BF984E},{3AF2956C-CF76-4590-B832-3774BF3EDEDE},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},,{19AC1455-83FB-47A4-A592-681AF87A4CD0},2.81770192282,0.30054267345
509,AFRO,GN,KOUNDARA CTRE,KOUNDARA,BOKE,GUINEA,GN001001005003000000,GN001001005000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.26586587000,12.48640184000,Koundara Centre,Koundara,Boke,{3B29FEF1-8CCD-4E0D-8BA3-D4D51F28ECDC},{B813CEEE-6E27-4CCD-B1D2-DA052D35DE36},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{D214D7B7-D1B2-446F-9FFF-393FC2204528},0.31585610392,0.00659916918
510,AFRO,GN,KOUNDIAN,MANDIANA,KANKAN,GUINEA,GN001004004006000000,GN001004004000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.96108955000,10.83885473000,Koundian,Mandiana,Kankan,{B1C68E43-CC7C-4541-90F8-5C6ED9ED1350},{5FE6EEFE-756C-42FD-A228-6AC002879C97},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{0EB0BF41-863B-4123-B19B-A0E282D74976},1.06413278539,0.06943069493
511,AFRO,GN,KOUNDIANAKORO,MANDIANA,KANKAN,GUINEA,GN001004004007000000,GN001004004000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-8.67697113000,11.17901870000,Koundianakoro,Mandiana,Kankan,{1868A5B0-8BB9-4E41-81DE-6FF3FD5EEC13},{5FE6EEFE-756C-42FD-A228-6AC002879C97},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},,{43D9857A-6DAE-452E-AF3C-6E87F56C0101},0.77415997954,0.03228867962
512,AFRO,GN,MANEAH,COYAH,KINDIA,GUINEA,GN001005001003000000,GN001005001000000000,GN001005000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.44163085000,9.71682117000,Maneah,Coyah,Kindia,{228B1781-3240-499D-8F39-7AD7310A418B},{02B44F7F-85C2-4177-B4C6-0D058ABA7D8E},{BBFD4A3D-C612-471F-BF12-72160A6E8997},{3740A605-5160-4F27-BD0D-D8F08466011A},,{766C8FFE-90B8-4600-ADCD-AA4739DA5250},0.32097336420,0.00491987239
513,AFRO,GN,KOUNKOURE,MAMOU,MAMOU,GUINEA,GN001007002005000000,GN001007002000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.31659840000,10.36181886000,Kounkoure,Mamou,Mamou,{E46E87D8-841C-4FD3-9E39-0BB2CB42D3B2},{7F158D68-26AB-40BB-A7E8-ACACA46C512D},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{FD9D011B-63DD-4695-B066-2177548F49BA},0.84285382433,0.03930660381
514,AFRO,GN,LELOUMA CTRE,LELOUMA,LABE,GUINEA,GN001006003006000000,GN001006003000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.67508425000,11.44624705000,Lelouma Centre,Lelouma,Labe,{4A6727FD-C337-4E79-B9BD-B7F5B769D845},{F964B398-9DF1-4D68-947B-2A90C0D1C060},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{C16A8907-403E-4DEA-BB60-22E944BF0696},0.32677960358,0.00575694466
515,AFRO,GN,LEY MIRO,PITA,MAMOU,GUINEA,GN001007003005000000,GN001007003000000000,GN001007000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.85464773000,10.89670666000,Ley Miro,Pita,Mamou,{73127041-322E-4221-AC53-8DFF3EB41484},{A5AE1042-B5B2-4938-9B57-F94E87E10A4B},{70A7F1F4-7ECC-4BA7-99F4-21C4F84859AA},{3740A605-5160-4F27-BD0D-D8F08466011A},,{D1C7B245-84EC-4B16-8930-1DAF22FF7BA2},0.79148960309,0.03461679021
516,AFRO,GN,KOUNSITEL,GAOUAL,BOKE,GUINEA,GN001001004005000000,GN001001004000000000,GN001001000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.98555192000,11.88745767000,Kounsitel,Gaoual,Boke,{7E3F7F7A-8A88-4A90-8A13-98F7222EBFA8},{3AF2956C-CF76-4590-B832-3774BF3EDEDE},{E17F716C-DA1C-4212-8B52-8C9FBB65468B},{3740A605-5160-4F27-BD0D-D8F08466011A},,{E44DB325-1167-413F-8996-B11501B6FD0C},2.07560550201,0.15487646883
517,AFRO,GN,KOURAMANGUI,LABE,LABE,GUINEA,GN001006002008000000,GN001006002000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-12.39010000000,11.55940860000,Kouramangui,Labe,Labe,{F2BF9D99-35BE-4AB6-8063-50A4787B5D86},{FBC498FD-42BE-483E-AC92-5E3D411976AE},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{CB00BF7D-79D9-4711-AB73-9F57E7E5D354},0.72222089641,0.01488711035
518,AFRO,GN,KOURATONGO,TOUGUE,LABE,GUINEA,GN001006005008000000,GN001006005000000000,GN001006000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.38279898000,11.68578233000,Kouratongo,Tougue,Labe,{7894C3CF-DA59-4AFC-8F55-84282A9C555C},{CC6C947C-A7AD-403B-A981-90D9825AAEFD},{8C1432DB-20F7-4B43-A09A-F370CA3EEC0C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{03DD2AE2-C960-4F09-AF91-FA357DAB1C81},1.49469762060,0.07341719742
519,AFRO,GN,KOURIA,COYAH,KINDIA,GUINEA,GN001005001002000000,GN001005001000000000,GN001005000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-13.31546901000,9.84074875000,Kouria,Coyah,Kindia,{6B949553-1BAB-44BD-8341-5D0F83AB9ECA},{02B44F7F-85C2-4177-B4C6-0D058ABA7D8E},{BBFD4A3D-C612-471F-BF12-72160A6E8997},{3740A605-5160-4F27-BD0D-D8F08466011A},,{4C3CC693-A604-4A05-8A40-F86B33C2F3B2},0.81883424172,0.03993467275
520,AFRO,GN,KOUROUSSA CTRE,KOUROUSSA,KANKAN,GUINEA,GN001004003011000000,GN001004003000000000,GN001004000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.92531001000,10.62323400000,Kouroussa Centre,Kouroussa,Kankan,{000C6890-32AD-46B1-A9F5-32E4C2C3E503},{6A3FFDD6-2F88-42E8-BD70-2B23ADD42F93},{F4A65CE5-DE5C-458C-89D2-9A9948436620},{3740A605-5160-4F27-BD0D-D8F08466011A},ADM3_VIZ_NAME: Changed CTRE to Centre,{F272EED9-2711-4A3F-8FB7-137CC32E861B},1.17226722427,0.05628349434
521,AFRO,GN,KOYAMAH,MACENTA,N'ZEREKORE,GUINEA,GN001008004007000000,GN001008004000000000,GN001008000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-9.31645119000,7.88926553000,Koyamah,Macenta,N'zerekore,{F919E7CE-9139-462F-B987-7B6396026607},{50356CF1-C47D-4369-B8B5-E4C203A09899},{DBB89DE8-46BD-4369-8BFF-B7FDD4E3668F},{3740A605-5160-4F27-BD0D-D8F08466011A},,{68582D9D-A64A-4C28-A5A3-929535D437AB},0.82157211041,0.03642165222
522,AFRO,GN,MARELLA,FARANAH,FARANAH,GUINEA,GN001003003007000000,GN001003003000000000,GN001003000000000000,GN001000000000000000,1/1/2000,12/31/9999,GIN,GUI,,,3,Member state,324,WCARO,-11.34413713000,10.16830005000,Marella,Faranah,Faranah,{93D1C30F-3F9A-4836-99E8-E65504F4BE39},{B12EC2B0-AD06-43AD-92E5-A87B1BBF4DAB},{5217EDE4-E8A7-4D41-B049-27C587EC465C},{3740A605-5160-4F27-BD0D-D8F08466011A},,{7552DE97-A22E-4F2E-B1E0-05CF838695AF},1.13559635645,0.05467288650
