OBJECTID,WHO_REGION,ISO_2_CODE,ADM4_NAME,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM4_CODE,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM4_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM4_VIZ_N,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM3_GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
2056,AFRO,LR,Z1200 MANGROVE ISLAND,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003059000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.74645599000,6.32064705000,Mangrove Island,Greater Monrovia,Montserrado,Montserrado,{4ED87F8C-EDA6-4DEC-98BE-7C5AA4F68777},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{6EEED96F-3C59-466E-9D41-AB4934E23D03},0.04212754350,0.00006330336
2057,AFRO,LR,Z1200 SHOE FACTORY,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003061000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.73525174000,6.33138767000,Shoe Factory,Greater Monrovia,Montserrado,Montserrado,{A0E04F90-E46D-485B-903D-ABD80B4D048A},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{B4489556-F3BB-4170-B4A2-A622F29F2904},0.03102561127,0.00004531316
2058,AFRO,LR,Z1200 STEPHEN TOLBERT ESTATE,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003062000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.72694225000,6.31959473000,Stephen Tolbert Estate,Greater Monrovia,Montserrado,Montserrado,{D6732836-E6C0-4B21-8BED-1FFD0F9117F8},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{14DC15BE-826D-4668-AB11-8B68F852DE38},0.02625405284,0.00003501481
2059,AFRO,LR,Z1300 BASSA TOWN,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003063000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.76377741000,6.35396710000,Bassa Town,Greater Monrovia,Montserrado,Montserrado,{C7D9C39B-A4E8-482E-A4AD-2346197415E2},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{FD4DDAFB-7AE7-46CC-A954-761D329E6545},0.03694009795,0.00005344050
2060,AFRO,LR,Z1300 BATTERY FACTORY,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003064000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.77571122000,6.34356625000,Battery Factory,Greater Monrovia,Montserrado,Montserrado,{3E63C154-A779-4B86-B3D5-5E1B9DC2C0EC},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{C7A9CCA9-F8D1-4C98-AE6B-50A2DE1592C0},0.04195977784,0.00006749209
2061,AFRO,LR,Z1300 CHOCOLATE CITY_A,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003065000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75929149000,6.33196901000,Chocolate City 1,Greater Monrovia,Montserrado,Montserrado,{A6F7E48D-AED9-49E1-B86A-07106DF1A3FA},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},"ADM4_VIZ_NAME: Removed Z Identifier, Updated Duplicate Number",{DA51F79D-C0E0-4020-A6ED-A471EC3DA7E7},0.04111943754,0.00006927567
2062,AFRO,LR,Z1300 CHOCOLATE CITY_B,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003066000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75446631000,6.32748224000,Chocolate City 2,Greater Monrovia,Montserrado,Montserrado,{FE2F8BEE-D443-4EF7-A014-A371E3058B17},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},"ADM4_VIZ_NAME: Removed Z Identifier, Updated Duplicate Number",{F02EA188-1E22-4DAC-9195-9B9A9622E0A7},0.04126112233,0.00005998192
2063,AFRO,LR,Z1300 FLAHN TOWN,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003067000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.76853988000,6.34272132000,Flahn Town,Greater Monrovia,Montserrado,Montserrado,{D3F51BED-7963-40B5-A6C8-C5504A425BE3},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{337980E6-F836-4260-9444-37C817E7B91A},0.03582735784,0.00007354646
2064,AFRO,LR,Z1300 IRON FACTORY,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003068000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.76357714000,6.33480664000,Iron Factory,Greater Monrovia,Montserrado,Montserrado,{8EBBCEA8-14D0-4AD4-BAF2-296402CC461B},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{1E9B625E-3EDA-4DB6-A1AB-ACE2EC609F6B},0.02618399942,0.00003601518
2065,AFRO,LR,Z1300 NEW GEORGIA,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003069000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75397386000,6.34280336000,New Georgia,Greater Monrovia,Montserrado,Montserrado,{96FEFF38-A496-4E5C-82D4-5CA20CD5436E},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{5218695D-27C8-4AB0-8833-0B65FE30A739},0.03647108419,0.00005049829
2066,AFRO,LR,Z1300 NEW GEORGIA  ESTATE,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003070000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75969103000,6.35050505000,New Georgia Estate,Greater Monrovia,Montserrado,Montserrado,{267FA8CB-199F-43AA-A5F3-5CDC5ECA1A16},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{26F67B52-04D2-43CA-AF4F-5FB41368E26C},0.04296513222,0.00008297179
2067,AFRO,LR,Z1300 OLD FIELD GULF/SIGN BOAR,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003071000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75263579000,6.35826025000,Old Field Gulf/Sign Boar,Greater Monrovia,Montserrado,Montserrado,{B6766012-8287-4ABC-BB8A-AB8D9D94B97C},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{BA72F0A0-BFF8-4462-ABE4-15E903626401},0.06441842271,0.00012804805
2068,AFRO,LR,Z1300 SOS TRANSIT,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003072000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75981274000,6.34113123000,SOS Transit,Greater Monrovia,Montserrado,Montserrado,{5FF6E969-638B-40D7-91A1-54B0D17C4EA8},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{42EBE180-D0CC-4F3F-84B6-A007390D47E5},0.04230658661,0.00008310340
2069,AFRO,LR,Z1300 TOPOE VILLAGE,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003073000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.77448110000,6.33375338000,Topoe Village,Greater Monrovia,Montserrado,Montserrado,{54541076-10FC-4DA8-8551-6F9D196D0E87},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{7D667D55-7BF3-452F-9926-349DC30B5BB5},0.05266808667,0.00015427546
2070,AFRO,LR,"Z1400 BARNERSVILLE ESTATE
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003074000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.74038723000,6.35982597000,"Barnersville Estate
",Greater Monrovia,Montserrado,Montserrado,{223D2355-B2F6-41C3-93CC-5DC24F96772E},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{315CC8D9-7996-46F8-95E2-87A51598BA57},0.02503452908,0.00002040660
2071,AFRO,LR,"Z1400 BEHWEIN COMMUNITY
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003075000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.73858703000,6.36251678000,"Behwein Community
",Greater Monrovia,Montserrado,Montserrado,{B5CD047B-7A27-4FFE-917F-043B680CACD2},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{97DFECB3-A2DA-4461-AE40-713D195E6D42},0.06417603343,0.00011769511
2072,AFRO,LR,"Z1400 DABWE TOWN
DABWE TOWN
DA",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003076000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.73539411000,6.35197354000,"Dabwe Town
Dabwe Town
Da",Greater Monrovia,Montserrado,Montserrado,{47AEC393-1D46-461C-A0D3-E064B0339458},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{47C14342-4032-40E6-8A96-6657960324CC},0.02708199278,0.00004270056
2073,AFRO,LR,"Z1400 DUAN TOWN
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003077000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.74119744000,6.34910383000,"Duan Town
",Greater Monrovia,Montserrado,Montserrado,{70F29455-52A2-473D-9887-1E48A523557B},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{BE8CDE48-EE1A-47CD-B6D3-1244D993DC84},0.03773522412,0.00006698382
2074,AFRO,LR,"Z1400 JOHNSONVILLE ROAD A
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003078000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.72855946000,6.34502276000,"Johnsonville Road 1
",Greater Monrovia,Montserrado,Montserrado,{63DB84BA-0403-4AD6-B61F-98587BC7CAC2},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},"ADM4_VIZ_NAME: Removed Z Identifier, Updated Duplicate Number",{3B0E5AF1-5BDF-4633-9177-B60D75CB5E89},0.04803951516,0.00010595770
2075,AFRO,LR,"Z1400 JOHNSONVILLE ROAD B
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003079000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.72917894000,6.35730649000,"Johnsonville Road 2
",Greater Monrovia,Montserrado,Montserrado,{6BBF9B28-3742-42D7-B532-FDCA96D3F8FB},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},"ADM4_VIZ_NAME: Removed Z Identifier, Updated Duplicate Number",{A000291D-82FB-45DA-B3EA-F062D3437D61},0.04837068471,0.00008293497
2076,AFRO,LR,"Z1400 KABA TOWN
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003080000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.72242440000,6.36992733000,"Kaba Town
",Greater Monrovia,Montserrado,Montserrado,{280CC523-95BB-4A93-B10C-E3DE14B3926C},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{9FC48998-8E3B-485C-903A-2795F81C4696},0.09950332326,0.00050636312
2077,AFRO,LR,"Z1400 OLD FIELD SOUTH
",GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003081000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.74212915000,6.35718212000,"Old Field South
",Greater Monrovia,Montserrado,Montserrado,{5CD9286F-C291-4E72-B82A-3A56CFC2014A},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{0D804D8F-A01D-44EA-A323-6084704E6B6C},0.03490323842,0.00004457680
2078,AFRO,LR,Z1600 CALDWELL COMMUNITY,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003082000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.77556223000,6.38182368000,Caldwell Community,Greater Monrovia,Montserrado,Montserrado,{EA73AE2D-F73F-42DA-90AA-F701A9B9E206},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{AA9463F3-4155-4BB8-81FB-EA013E05DCD9},0.06038907801,0.00006416097
2079,AFRO,LR,Z1600 CALDWELL MARKET,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003083000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75962331000,6.39207484000,Caldwell Market,Greater Monrovia,Montserrado,Montserrado,{3A416D44-6025-453D-B407-4F90664806FC},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{8FB2EBE6-08C3-4A42-9AC4-7EA1EAF19928},0.07397185845,0.00015063015
2080,AFRO,LR,Z1600 CASSAVA HILL,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003084000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.70639744000,6.38162495000,Cassava Hill,Greater Monrovia,Montserrado,Montserrado,{D4EB1F34-8B99-437B-B6C7-3C818088D06F},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{6AEEC15B-1333-427C-B2AA-DA62000BC68D},0.11932867198,0.00067620999
2081,AFRO,LR,Z1600 CENTRAL CALDWELL,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003085000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.76738324000,6.38646657000,Central Caldwell,Greater Monrovia,Montserrado,Montserrado,{697B9493-511E-4350-B8AD-93E6AAFA71F2},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{A0BD4735-8F95-4F9E-8F81-925B89C43FE9},0.05648063402,0.00014793838
2082,AFRO,LR,Z1600 DIXVILLE A,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003086000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.75286396000,6.38555800000,Dixville 1,Greater Monrovia,Montserrado,Montserrado,{95675CAE-9EB3-464A-9062-5BEA8ED69242},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},"ADM4_VIZ_NAME: Removed Z Identifier, Updated Duplicate Number",{2906A31E-827B-429F-B905-579D44C026EC},0.03628266885,0.00006487862
2083,AFRO,LR,Z1600 DIXVILLE B,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003087000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.74308227000,6.37437769000,Dixville 2,Greater Monrovia,Montserrado,Montserrado,{B5BBFD89-FF09-443B-86A4-2D87EEBE6EEE},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},"ADM4_VIZ_NAME: Removed Z Identifier, Updated Duplicate Number",{0FCCA0A6-B8B6-4CCC-9930-4F414CF8C89C},0.07974446498,0.00022686689
2084,AFRO,LR,Z1600 DIXVILLE WATER SIDE,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003088000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.73639316000,6.40632799000,Dixville Water Side,Greater Monrovia,Montserrado,Montserrado,{74C6C45E-5730-4642-BC77-4CB8AA3DDD51},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{69C03B72-FA9E-490A-A8E2-0B091546A8B0},0.09050641848,0.00038219260
2085,AFRO,LR,Z1600 NEW GEORGIA ROAD,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003089000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.77041569000,6.36709871000,New Georgia Road,Greater Monrovia,Montserrado,Montserrado,{E7CA685F-287F-4CD1-BF8F-369E05B37385},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{827182AD-6BE4-4745-B4C1-AC1C01BA4B17},0.08683318985,0.00020001665
2086,AFRO,LR,Z1600 SAMUKAI TOWN,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003090000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.72387801000,6.39478505000,Samukai Town,Greater Monrovia,Montserrado,Montserrado,{DB3C5A31-F3E6-4F29-99FC-6EE6BE959145},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{A2ADBD59-3580-4C25-8CEE-DA37BA0F74BB},0.08175810654,0.00035716731
2087,AFRO,LR,Z200 BLAMO TOWN,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003093000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.78471716000,6.35161315000,Blamo Town,Greater Monrovia,Montserrado,Montserrado,{DD3D5C9A-9B27-440D-BD5C-ADA936F8F578},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{9A0C2030-3CB9-49AE-BDFF-F0C2BE66FF76},0.01426153084,0.00001150665
2088,AFRO,LR,Z200 CENTRAL LOGAN TOWN,GREATER MONROVIA,MONTSERRADO,MONTSERRADO,LIBERIA,LR001011001003094000,LR001011001003000000,LR001011001000000000,LR001011000000000000,LR001000000000000000,1/1/2000,12/31/9999,LBR,LIB,,,4,Member state,430,WCARO,-10.78296056000,6.35642359000,Central Logan Town,Greater Monrovia,Montserrado,Montserrado,{78555D22-C954-468E-8769-78DDA28D77BB},{B90E326B-5EAF-4270-A52A-E340684B42C6},{D6F57210-A900-4BE9-9EC2-F0C73DB0B433},{7585628D-8E78-4A9E-811F-1C7FDF457A17},{78DBDF5D-226B-4BE4-B853-5A58D9DA21A6},ADM4_VIZ_NAME: Removed Z Identifier,{A3AC06BA-9783-48F4-AD2E-ADF17BCCCAFC},0.02669516103,0.00002689577
